バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
copula,GOBBLE,CANTERBURY&BEAT,Kimitaka Matsumae,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Godspeed,JOINT WORK,dj TAKA xxx 猫叉Master xxx L.E.D.,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Grand Chariot,HARD ART CORE,xi,7,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2524,993,538,59,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-05-03 18:08
copula,Highcharge Divolt,BEMANIZED DIGITAL ROCK,HuΣeR,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2185,899,387,23,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-11-28 14:00
copula,Inner Spirit,HiTECH FULLON,lapix,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Journey,WORLD/ELECTRONICA,猫叉Master,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2563,1088,387,24,HARD CLEAR,AA,2020-11-23 14:59
copula,Konzert V,JUNGLE CLASSIC,Remo-con vs. dj TAKA,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2584,1071,442,46,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-05-03 18:06
copula,La dolce primavera,PRIMAVERA JAZZ WALTZ,OSTER project,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,M4K3 1T B0UNC3,HDM,kors k,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,944,349,246,---,HARD CLEAR,E,0,0,0,0,---,NO PLAY,---,2020-12-11 17:36
copula,Musik LoverZ,HARDSTYLE,RoughSketch,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,NANAIRO,METAL POPS,LIQU@。,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Nightmare before oversleep,SORROW STEP,猫叉Master,3,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2435,1025,385,22,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-01-07 14:36
copula,NINJA IS DEAD IIDX ver.,SHINOBI SPEED,P*Light,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2340,952,436,47,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-23 15:05
copula,NO LIMIT -オレ達に限界は無い-,ONLY ONE DANCE MUSIC,SUPER STAR 満-MITSURU- vs. 伝説のダンサー マイク,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Nowhere,ELECTRO TRANCE,Nhato,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,NZM,END ROLL,The 4th,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,On the FM,RADIO SHOWCASE,C-Show,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Outbreak,FRENCHCORE,USAO,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2526,1077,372,21,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-13 16:34
copula,POSSESSION,PSYCHIC FLASH,TAG underground,12,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2423,1069,285,27,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-04-17 16:30
copula,refrain,TRANCE,dj TAKA feat.AiMEE,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2517,941,635,22,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-05-03 18:04
copula,Rock It,HARDCORE,Hommarju,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Routing,JAZZY-ELECTRO,かめりあ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,SEITEN NO TERIYAKI,CHAOTIC SPEEDCORE,Kobaryo,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Sephirot,TRANCE,SHIKI,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Set U Free feat. Kanae Asaba,HARD TRANCE,Y&Co.,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,SHELTER OF THE MIND,ROCKIN' DRUM&BASS,YURiCa/花たん,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2557,1103,351,19,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-13 16:32
copula,STARLiGHT,DANCE SPEED GOLD,星龍,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,STARLIGHT DANCEHALL,HAPPY EMOTION,P*Light,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2117,872,373,15,EX HARD CLEAR,AA,12,2495,992,511,33,HARD CLEAR,A,2021-04-30 18:09
copula,StrayedCatz,FANTASY,削除,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Super Duper Racers,HARDCORE,kors k & Numb'n'dub,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Tori-no-kimochi,WORLD/ELECTRONICA,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Triple Counter,RISK + VACUUM,DJ YOSHITAKA meets dj TAKA,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Uh-Oh,CANDY RAVE,kors k,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Violet Pulse,GLITCH ELECTRO,G.K,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Violet Rose,LATIN JAZZ TRIO,OSTER project,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,Welcome,HARDCORE,Uraken,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,2026,830,366,23,HARD CLEAR,A,12,0,0,0,---,HARD CLEAR,---,2020-11-28 13:58
copula,X,RENAISSANCE,D.J.Amuro,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2905,1181,543,44,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-17 16:24
copula,ZEPHYRANTHES,BLOOM CORE,TAG,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,927,364,199,---,HARD CLEAR,E,12,2835,1114,607,47,HARD CLEAR,A,2021-05-01 14:36
copula,か・し・ま・し☆PUMP UP！,SUMMER WORKOUT,miko,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,めいさいアイドル☆あいむちゃん♪,電波デステクノ,DJ SHARPNEL feat. みらい,6,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2717,1146,425,22,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-04-25 13:42
copula,オルタネイトβ,HYPER J-POP,Xceon feat. Mayumi Morinaga,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1974,875,224,5,FULLCOMBO CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-04-18 15:18
copula,ギョギョっと人魚 爆婚ブライダル,Hi-RESORT電波,海の底からマーメイド Prim by ARM×狐夢想,7,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2021,873,275,13,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-03-07 16:02
copula,シュッパツシンコウ・シサカンコ,KANA-POP,星野奏子,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,セロトニン,ORBITALICTRO,U1 overground,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,少女アリスと箱庭幻想コンチェルト,空想ファンタジーシリーズ,DJ TOTTO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,明鏡止水,禅ジャズ,TOMOSUKE feat. あさき,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,星屑ディスタンシア,GLITCH JAZZ,ARM feat. 普透明度 + Brasscapsule,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,朝焼けから始まるボクらの小さな旅,ARTCORE ROCK,cosMo＠暴走P,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,灼熱 Pt.2 Long Train Running,BROKEN SAMBA BREAK,DJ Mass MAD Izm*,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,真 地獄超特急 -HELL or HELL-,新世紀進歩的羽扇子音楽,DJ TECHNORCH Vs. L.E.D.Light-G,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,紫陽花 -AZISAI-,ORIENTAL TECHDANCE,Camellia Vs. Expander,0,2,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,追想快晴テーマパーク,FUTURE E-POP,PHQUASE,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
copula,量子の海のリントヴルム,エピックプログレ,黒猫ダンジョン,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2316,940,436,15,EX HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-29 19:42
copula,駅猫のワルツ,にゃんコア,ミニョンヌ鉄道兄弟,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,1848,675,498,111,FAILED,B,0,0,0,0,---,NO PLAY,---,2021-03-20 15:00
copula,麗 ～うらら～,WINTER GLOW,SOUND HOLIC feat. Nana Takahashi,20,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2184,935,314,5,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-05-01 14:04
SINOBUZ,!Viva!,TRIBAL HOUSE,Ryu*,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
SINOBUZ,#MAGiCVLGiRL_TRVP_B3VTZ,NEON/TWERKCORE,DJ Noriken,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2737,1140,457,35,EX HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-04-17 16:25
SINOBUZ,(This Is Not) The Angels,BIG BEAT/BREAKBEATS,Hommarju,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-31 10:42
SINOBUZ,Amazing Mirage,HiTECH FULLON,lapix,2,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2102,864,374,24,HARD CLEAR,AA,12,1441,535,371,---,HARD CLEAR,D,2021-02-14 16:09
SINOBUZ,Apocalypse,EPIC D'N'B,Morrigan feat. リリィ,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2680,1056,568,25,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-13 16:40
